Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Corn_area
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,KANAWHA,39,30
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,LOGAN,45, 
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,MASON,53,"2,754"
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,MCDOWELL,47,84
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,MERCER,55,55
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,MINGO,59, 
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,NICHOLAS,67, 
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,PUTNAM,79,75
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,RALEIGH,81,33
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,ROANE,87, 
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,WAYNE,99,109
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,WEBSTER,101, 
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,WIRT,105,83
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,WYOMING,109, 
COUNTY,WISCONSIN,55,CENTRAL,50,ADAMS,1,"17,310"
COUNTY,WISCONSIN,55,CENTRAL,50,GREEN LAKE,47,"40,431"
COUNTY,WISCONSIN,55,CENTRAL,50,JUNEAU,57,"40,654"
COUNTY,WISCONSIN,55,CENTRAL,50,MARQUETTE,77,"31,938"
COUNTY,WISCONSIN,55,CENTRAL,50,PORTAGE,97,"44,876"
COUNTY,WISCONSIN,55,CENTRAL,50,WAUPACA,135,"37,803"
COUNTY,WISCONSIN,55,CENTRAL,50,WAUSHARA,137,"26,078"
COUNTY,WISCONSIN,55,CENTRAL,50,WOOD,141,"19,730"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,BROWN,9,"25,663"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,"23,378"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,DOOR,29,"15,371"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39,"78,037"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61,"22,846"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,MANITOWOC,71,"27,236"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,OUTAGAMIE,87,"54,887"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,SHEBOYGAN,117,"31,063"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,WINNEBAGO,139,"39,680"
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ASHLAND,3,"1,667"
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,"63,646"
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,IRON,51,108
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,LINCOLN,69,"4,978"
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73,"66,817"
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ONEIDA,85, 
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,PRICE,99,685
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,TAYLOR,119,"23,613"
COUNTY,WISCONSIN,55,NORTHEAST,30,FLORENCE,37, 
COUNTY,WISCONSIN,55,NORTHEAST,30,FOREST,41,591
COUNTY,WISCONSIN,55,NORTHEAST,30,LANGLADE,67,"7,588"
COUNTY,WISCONSIN,55,NORTHEAST,30,MARINETTE,75,"24,450"
COUNTY,WISCONSIN,55,NORTHEAST,30,MENOMINEE,78, 
COUNTY,WISCONSIN,55,NORTHEAST,30,OCONTO,83,"36,704"
COUNTY,WISCONSIN,55,NORTHEAST,30,SHAWANO,115,"44,955"
COUNTY,WISCONSIN,55,NORTHWEST,10,BARRON,5,"73,062"
COUNTY,WISCONSIN,55,NORTHWEST,10,BAYFIELD,7,914
COUNTY,WISCONSIN,55,NORTHWEST,10,BURNETT,13,"13,293"
COUNTY,WISCONSIN,55,NORTHWEST,10,CHIPPEWA,17,"79,876"
COUNTY,WISCONSIN,55,NORTHWEST,10,DOUGLAS,31, 
COUNTY,WISCONSIN,55,NORTHWEST,10,POLK,95,"54,135"
COUNTY,WISCONSIN,55,NORTHWEST,10,RUSK,107,"15,134"
COUNTY,WISCONSIN,55,NORTHWEST,10,SAWYER,113,"6,598"
COUNTY,WISCONSIN,55,NORTHWEST,10,WASHBURN,129,"9,237"
COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,COLUMBIA,21,"1,19,137"
COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,DANE,25,"1,69,030"
COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,DODGE,27,"1,30,302"
COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,GREEN,45,"88,060"
COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,JEFFERSON,55,"70,270"
COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,ROCK,105,"1,39,175"
COUNTY,WISCONSIN,55,SOUTHEAST,90,KENOSHA,59,"24,836"
COUNTY,WISCONSIN,55,SOUTHEAST,90,MILWAUKEE,79,802
COUNTY,WISCONSIN,55,SOUTHEAST,90,OZAUKEE,89,"7,575"
COUNTY,WISCONSIN,55,SOUTHEAST,90,RACINE,101,"34,904"
COUNTY,WISCONSIN,55,SOUTHEAST,90,WALWORTH,127,"76,716"
COUNTY,WISCONSIN,55,SOUTHEAST,90,WASHINGTON,131,"29,667"
COUNTY,WISCONSIN,55,SOUTHEAST,90,WAUKESHA,133,"23,600"
COUNTY,WISCONSIN,55,SOUTHWEST,70,CRAWFORD,23,"28,502"
COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,"1,32,770"
COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,"63,602"
COUNTY,WISCONSIN,55,SOUTHWEST,70,LAFAYETTE,65,"1,11,632"
COUNTY,WISCONSIN,55,SOUTHWEST,70,RICHLAND,103,"35,063"
COUNTY,WISCONSIN,55,SOUTHWEST,70,SAUK,111,"69,217"
COUNTY,WISCONSIN,55,SOUTHWEST,70,VERNON,123,"56,566"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,BUFFALO,11,"60,689"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,DUNN,33,"83,439"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,EAU CLAIRE,35,"36,879"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,JACKSON,53,"44,138"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,LA CROSSE,63,"31,438"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,MONROE,81,"48,953"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,PEPIN,91,"22,041"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,PIERCE,93,"67,989"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,ST CROIX,109,"80,247"
COUNTY,WISCONSIN,55,WEST CENTRAL,40,TREMPEALEAU,121,"81,152"
COUNTY,WYOMING,56,NORTHWEST,10,BIG HORN,3,"4,506"
COUNTY,WYOMING,56,NORTHWEST,10,FREMONT,13,"1,067"
COUNTY,WYOMING,56,NORTHWEST,10,HOT SPRINGS,17, 
COUNTY,WYOMING,56,NORTHWEST,10,PARK,29,"4,311"
COUNTY,WYOMING,56,NORTHWEST,10,WASHAKIE,43,"1,065"
COUNTY,WYOMING,56,SOUTH CENTRAL,40,ALBANY,1, 
COUNTY,WYOMING,56,SOUTH CENTRAL,40,CARBON,7, 
COUNTY,WYOMING,56,SOUTH CENTRAL,40,NATRONA,25,"1,805"
COUNTY,WYOMING,56,SOUTHEAST,50,CONVERSE,9, 
COUNTY,WYOMING,56,SOUTHEAST,50,GOSHEN,15,"29,885"
COUNTY,WYOMING,56,SOUTHEAST,50,LARAMIE,21,"17,181"
COUNTY,WYOMING,56,SOUTHEAST,50,NIOBRARA,27, 
COUNTY,WYOMING,56,SOUTHEAST,50,PLATTE,31,"6,606"
COUNTY,WYOMING,56,WEST,30,LINCOLN,23, 
