,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm_x,Latitude,Longitude,Application Factor,Lime-cotton-tonnes,Lime-corn-tonnes,Lime-sorghum-tonnes,E-cotton-CO2,E-corn-CO2,E-sorghum-CO2,Urea_tonne_cotton,E-cotton-urea-CO2,Urea_tonne_corn,E-corn-urea-CO2,Urea_tonne_sorghum,E-sorghum-urea-CO2,E-N2O-cotton,E-N2O-corn,E-N2O-sorghum,Tillage,E-N20-T,E-CO2-T,CO2,N2O
19,COUNTY,IDAHO,16,SOUTHWEST,70,ELMORE,39,0,15296,0,48.1,32.5801231,-86.125195,0.4,0,2476.030822,0,0,981.3995768,0,0,0,1040.721485,763.8895698,0,0,0,25896.11881,0,CT,20.56035451,230.4567208,1975.745867,25916.67917
20,COUNTY,IDAHO,16,SOUTHWEST,70,ELMORE,39,0,15296,0,48.1,43.3073766,-115.5411027,0.4,0,2476.030822,0,0,981.3995768,0,0,0,1040.721485,763.8895698,0,0,0,25896.11881,0,CT,20.56035451,230.4567208,1975.745867,25916.67917
21,COUNTY,ALABAMA,1,BLACK BELT,40,LOWNDES,85,4046,1630,0,148,32.1088066,-86.6402541,0.45,736.8118002,296.837181,0,292.0427251,117.6543851,0,442.0873718,324.4921309,110.903244,81.4029811,0,0,1882.78199,294.0723133,0,CT,7.629483013,85.51728213,901.1095043,2184.483787
22,COUNTY,ALABAMA,1,BLACK BELT,40,LOWNDES,85,4046,1630,0,148,30.8195619,-83.2628255,0.45,736.8118002,296.837181,0,292.0427251,117.6543851,0,442.0873718,324.4921309,110.903244,81.4029811,0,0,1882.78199,294.0723133,0,CT,7.629483013,85.51728213,901.1095043,2184.483787
23,COUNTY,ALABAMA,1,BLACK BELT,40,LOWNDES,85,4046,1630,0,148,33.4466925,-88.4108384,0.45,736.8118002,296.837181,0,292.0427251,117.6543851,0,442.0873718,324.4921309,110.903244,81.4029811,0,0,1882.78199,294.0723133,0,CT,7.629483013,85.51728213,901.1095043,2184.483787
24,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,LOWNDES,185,2110,925,0,128.7,32.1088066,-86.6402541,0.45,384.249357,168.4505475,0,152.3010751,66.76705901,0,230.5497663,169.2235285,62.93589,46.19494326,0,0,512.0509652,94.70270731,0,CT,4.079542097,45.7267356,480.2133415,610.8332146
25,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,LOWNDES,185,2110,925,0,128.7,30.8195619,-83.2628255,0.45,384.249357,168.4505475,0,152.3010751,66.76705901,0,230.5497663,169.2235285,62.93589,46.19494326,0,0,512.0509652,94.70270731,0,CT,4.079542097,45.7267356,480.2133415,610.8332146
26,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,LOWNDES,185,2110,925,0,128.7,33.4466925,-88.4108384,0.45,384.249357,168.4505475,0,152.3010751,66.76705901,0,230.5497663,169.2235285,62.93589,46.19494326,0,0,512.0509652,94.70270731,0,CT,4.079542097,45.7267356,480.2133415,610.8332146
27,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,LOWNDES,87,13325,8675,0,149.9,32.1088066,-86.6402541,0.45,2426.598428,1579.792973,0,961.8065527,626.1667426,0,1455.960017,1068.674652,590.23659,433.2336571,0,0,20421.26843,8329.480121,0,CT,29.57163959,331.4623338,3421.343939,28780.32019
28,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,LOWNDES,87,13325,8675,0,149.9,30.8195619,-83.2628255,0.45,2426.598428,1579.792973,0,961.8065527,626.1667426,0,1455.960017,1068.674652,590.23659,433.2336571,0,0,20421.26843,8329.480121,0,CT,29.57163959,331.4623338,3421.343939,28780.32019
29,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,LOWNDES,87,13325,8675,0,149.9,33.4466925,-88.4108384,0.45,2426.598428,1579.792973,0,961.8065527,626.1667426,0,1455.960017,1068.674652,590.23659,433.2336571,0,0,20421.26843,8329.480121,0,CT,29.57163959,331.4623338,3421.343939,28780.32019
30,COUNTY,ALABAMA,1,BLACK BELT,40,MACON,87,12376,0,0,148,32.366606,-85.6660307,0.45,2253.777271,0,0,893.3071592,0,0,1352.267255,992.564165,0,0,0,0,17616.06402,0,0,CT,16.63539143,186.4626292,2072.333953,17632.69941
31,COUNTY,ALABAMA,1,BLACK BELT,40,MACON,87,12376,0,0,148,32.8406946,-83.6324022,0.45,2253.777271,0,0,893.3071592,0,0,1352.267255,992.564165,0,0,0,0,17616.06402,0,0,CT,16.63539143,186.4626292,2072.333953,17632.69941
32,COUNTY,ALABAMA,1,BLACK BELT,40,MACON,87,12376,0,0,148,39.8416253,-92.5675118,0.45,2253.777271,0,0,893.3071592,0,0,1352.267255,992.564165,0,0,0,0,17616.06402,0,0,CT,16.63539143,186.4626292,2072.333953,17632.69941
33,COUNTY,ALABAMA,1,BLACK BELT,40,MACON,87,12376,0,0,148,35.1436639,-83.3977297,0.45,2253.777271,0,0,893.3071592,0,0,1352.267255,992.564165,0,0,0,0,17616.06402,0,0,CT,16.63539143,186.4626292,2072.333953,17632.69941
34,COUNTY,ALABAMA,1,BLACK BELT,40,MACON,87,12376,0,0,148,36.5237906,-86.0130908,0.45,2253.777271,0,0,893.3071592,0,0,1352.267255,992.564165,0,0,0,0,17616.06402,0,0,CT,16.63539143,186.4626292,2072.333953,17632.69941
35,COUNTY,ALABAMA,1,BLACK BELT,40,MACON,87,12376,0,0,148,39.8455208,-88.9602376,0.45,2253.777271,0,0,893.3071592,0,0,1352.267255,992.564165,0,0,0,0,17616.06402,0,0,CT,16.63539143,186.4626292,2072.333953,17632.69941
36,COUNTY,GEORGIA,13,WEST CENTRAL,40,MACON,193,18178,3794,0,128.7,32.366606,-85.6660307,0.45,3310.371949,690.9204078,0,1312.099026,273.8532128,0,1986.224479,1457.888768,258.1392072,189.4741781,0,0,38004.97723,1593.212049,0,CT,29.53400295,331.0404727,3564.355657,39627.72329
37,COUNTY,GEORGIA,13,WEST CENTRAL,40,MACON,193,18178,3794,0,128.7,32.8406946,-83.6324022,0.45,3310.371949,690.9204078,0,1312.099026,273.8532128,0,1986.224479,1457.888768,258.1392072,189.4741781,0,0,38004.97723,1593.212049,0,CT,29.53400295,331.0404727,3564.355657,39627.72329
38,COUNTY,GEORGIA,13,WEST CENTRAL,40,MACON,193,18178,3794,0,128.7,39.8416253,-92.5675118,0.45,3310.371949,690.9204078,0,1312.099026,273.8532128,0,1986.224479,1457.888768,258.1392072,189.4741781,0,0,38004.97723,1593.212049,0,CT,29.53400295,331.0404727,3564.355657,39627.72329
39,COUNTY,GEORGIA,13,WEST CENTRAL,40,MACON,193,18178,3794,0,128.7,35.1436639,-83.3977297,0.45,3310.371949,690.9204078,0,1312.099026,273.8532128,0,1986.224479,1457.888768,258.1392072,189.4741781,0,0,38004.97723,1593.212049,0,CT,29.53400295,331.0404727,3564.355657,39627.72329
40,COUNTY,GEORGIA,13,WEST CENTRAL,40,MACON,193,18178,3794,0,128.7,36.5237906,-86.0130908,0.45,3310.371949,690.9204078,0,1312.099026,273.8532128,0,1986.224479,1457.888768,258.1392072,189.4741781,0,0,38004.97723,1593.212049,0,CT,29.53400295,331.0404727,3564.355657,39627.72329
41,COUNTY,GEORGIA,13,WEST CENTRAL,40,MACON,193,18178,3794,0,128.7,39.8455208,-88.9602376,0.45,3310.371949,690.9204078,0,1312.099026,273.8532128,0,1986.224479,1457.888768,258.1392072,189.4741781,0,0,38004.97723,1593.212049,0,CT,29.53400295,331.0404727,3564.355657,39627.72329
42,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,0,49475,0,107.1,32.366606,-85.6660307,0.45,0,9009.827933,0,0,3571.135399,0,0,0,3366.21963,2470.805208,0,0,0,270925.9063,0,CT,66.50258493,745.4135894,6787.354197,270992.4089
43,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,0,49475,0,107.1,32.8406946,-83.6324022,0.45,0,9009.827933,0,0,3571.135399,0,0,0,3366.21963,2470.805208,0,0,0,270925.9063,0,CT,66.50258493,745.4135894,6787.354197,270992.4089
44,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,0,49475,0,107.1,39.8416253,-92.5675118,0.45,0,9009.827933,0,0,3571.135399,0,0,0,3366.21963,2470.805208,0,0,0,270925.9063,0,CT,66.50258493,745.4135894,6787.354197,270992.4089
45,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,0,49475,0,107.1,35.1436639,-83.3977297,0.45,0,9009.827933,0,0,3571.135399,0,0,0,3366.21963,2470.805208,0,0,0,270925.9063,0,CT,66.50258493,745.4135894,6787.354197,270992.4089
46,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,0,49475,0,107.1,36.5237906,-86.0130908,0.45,0,9009.827933,0,0,3571.135399,0,0,0,3366.21963,2470.805208,0,0,0,270925.9063,0,CT,66.50258493,745.4135894,6787.354197,270992.4089
47,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,0,49475,0,107.1,39.8455208,-88.9602376,0.45,0,9009.827933,0,0,3571.135399,0,0,0,3366.21963,2470.805208,0,0,0,270925.9063,0,CT,66.50258493,745.4135894,6787.354197,270992.4089
48,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,0,26,0,127.9,32.366606,-85.6660307,0.45,0,4.7348262,0,0,1.876695713,0,0,0,1.7690088,1.298452459,0,0,0,0.074821365,0,CT,0.034948301,0.391728213,3.566876385,0.109769666
49,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,0,26,0,127.9,32.8406946,-83.6324022,0.45,0,4.7348262,0,0,1.876695713,0,0,0,1.7690088,1.298452459,0,0,0,0.074821365,0,CT,0.034948301,0.391728213,3.566876385,0.109769666
50,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,0,26,0,127.9,39.8416253,-92.5675118,0.45,0,4.7348262,0,0,1.876695713,0,0,0,1.7690088,1.298452459,0,0,0,0.074821365,0,CT,0.034948301,0.391728213,3.566876385,0.109769666
51,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,0,26,0,127.9,35.1436639,-83.3977297,0.45,0,4.7348262,0,0,1.876695713,0,0,0,1.7690088,1.298452459,0,0,0,0.074821365,0,CT,0.034948301,0.391728213,3.566876385,0.109769666
52,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,0,26,0,127.9,36.5237906,-86.0130908,0.45,0,4.7348262,0,0,1.876695713,0,0,0,1.7690088,1.298452459,0,0,0,0.074821365,0,CT,0.034948301,0.391728213,3.566876385,0.109769666
53,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,0,26,0,127.9,39.8455208,-88.9602376,0.45,0,4.7348262,0,0,1.876695713,0,0,0,1.7690088,1.298452459,0,0,0,0.074821365,0,CT,0.034948301,0.391728213,3.566876385,0.109769666
54,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,0,4512,0,137.6,32.366606,-85.6660307,0.45,0,821.6744544,0,0,325.6788867,0,0,0,306.9910656,225.3314422,0,0,0,2253.290113,0,CT,6.064874446,67.97991137,618.9902403,2259.354987
55,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,0,4512,0,137.6,32.8406946,-83.6324022,0.45,0,821.6744544,0,0,325.6788867,0,0,0,306.9910656,225.3314422,0,0,0,2253.290113,0,CT,6.064874446,67.97991137,618.9902403,2259.354987
56,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,0,4512,0,137.6,39.8416253,-92.5675118,0.45,0,821.6744544,0,0,325.6788867,0,0,0,306.9910656,225.3314422,0,0,0,2253.290113,0,CT,6.064874446,67.97991137,618.9902403,2259.354987
57,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,0,4512,0,137.6,35.1436639,-83.3977297,0.45,0,821.6744544,0,0,325.6788867,0,0,0,306.9910656,225.3314422,0,0,0,2253.290113,0,CT,6.064874446,67.97991137,618.9902403,2259.354987
58,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,0,4512,0,137.6,36.5237906,-86.0130908,0.45,0,821.6744544,0,0,325.6788867,0,0,0,306.9910656,225.3314422,0,0,0,2253.290113,0,CT,6.064874446,67.97991137,618.9902403,2259.354987
59,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,MACON,111,0,4512,0,137.6,39.8455208,-88.9602376,0.45,0,821.6744544,0,0,325.6788867,0,0,0,306.9910656,225.3314422,0,0,0,2253.290113,0,CT,6.064874446,67.97991137,618.9902403,2259.354987
60,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,0,129044,0,99.6,32.366606,-85.6660307,0.4,0,20888.92007,0,0,8279.53236,0,0,0,8779.998907,6444.519198,0,0,0,1843124.033,0,CT,173.4564845,1944.237518,16668.28908,1843297.49
61,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,0,129044,0,99.6,32.8406946,-83.6324022,0.4,0,20888.92007,0,0,8279.53236,0,0,0,8779.998907,6444.519198,0,0,0,1843124.033,0,CT,173.4564845,1944.237518,16668.28908,1843297.49
62,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,0,129044,0,99.6,39.8416253,-92.5675118,0.4,0,20888.92007,0,0,8279.53236,0,0,0,8779.998907,6444.519198,0,0,0,1843124.033,0,CT,173.4564845,1944.237518,16668.28908,1843297.49
63,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,0,129044,0,99.6,35.1436639,-83.3977297,0.4,0,20888.92007,0,0,8279.53236,0,0,0,8779.998907,6444.519198,0,0,0,1843124.033,0,CT,173.4564845,1944.237518,16668.28908,1843297.49
64,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,0,129044,0,99.6,36.5237906,-86.0130908,0.4,0,20888.92007,0,0,8279.53236,0,0,0,8779.998907,6444.519198,0,0,0,1843124.033,0,CT,173.4564845,1944.237518,16668.28908,1843297.49
65,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,0,129044,0,99.6,39.8455208,-88.9602376,0.4,0,20888.92007,0,0,8279.53236,0,0,0,8779.998907,6444.519198,0,0,0,1843124.033,0,CT,173.4564845,1944.237518,16668.28908,1843297.49
66,COUNTY,ALABAMA,1,BLACK BELT,40,MARENGO,91,3656,1800,0,148,32.201002,-87.7569365,0.45,665.7894072,327.79566,0,263.8922894,129.9250878,0,399.4739079,293.2138484,122.46984,89.89286256,0,0,1537.30717,358.6112744,0,CT,7.333766617,82.20265879,859.1267469,1903.252211
67,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,32.3669656,-86.3006485,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
68,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,32.0839135,-82.539273,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
69,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,37.1983948,-95.7628341,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
70,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,33.5074528,-89.6182472,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
71,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,38.9682313,-91.4821326,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
72,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,35.3299572,-79.8979019,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
73,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,36.4803824,-87.3786221,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
74,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,30.301949,-95.5065944,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
75,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,38.1803833,-81.3284452,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
76,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,39.2052633,-89.5057126,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
77,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,40.0361447,-86.9007083,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
78,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,41.0166807,-95.1753285,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
79,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,38.0372304,-83.9152368,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
80,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,39.1406267,-77.2075612,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
81,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,42.8941269,-74.4099745,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
82,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,39.6837328,-84.2854817,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
83,COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,4701,1051,0,148,40.2154361,-75.3702305,0.45,856.0929987,191.3962437,0,339.321021,75.86181515,0,513.6561381,377.0236053,71.5087788,52.48744364,0,0,2541.726289,122.2599915,0,CT,7.731639586,86.66233383,931.3562189,2671.71792
84,COUNTY,GEORGIA,13,CENTRAL,50,MONTGOMERY,209,7975,0,0,128.7,32.3669656,-86.3006485,0.45,1452.316883,0,0,575.6403195,0,0,871.3907044,639.600777,0,0,0,0,7314.921368,0,0,CT,10.71971935,120.155096,1335.396193,7325.641087
85,COUNTY,GEORGIA,13,CENTRAL,50,MONTGOMERY,209,7975,0,0,128.7,32.0839135,-82.539273,0.45,1452.316883,0,0,575.6403195,0,0,871.3907044,639.600777,0,0,0,0,7314.921368,0,0,CT,10.71971935,120.155096,1335.396193,7325.641087
86,COUNTY,GEORGIA,13,CENTRAL,50,MONTGOMERY,209,7975,0,0,128.7,37.1983948,-95.7628341,0.45,1452.316883,0,0,575.6403195,0,0,871.3907044,639.600777,0,0,0,0,7314.921368,0,0,CT,10.71971935,120.155096,1335.396193,7325.641087
87,COUNTY,GEORGIA,13,CENTRAL,50,MONTGOMERY,209,7975,0,0,128.7,33.5074528,-89.6182472,0.45,1452.316883,0,0,575.6403195,0,0,871.3907044,639.600777,0,0,0,0,7314.921368,0,0,CT,10.71971935,120.155096,1335.396193,7325.641087
88,COUNTY,GEORGIA,13,CENTRAL,50,MONTGOMERY,209,7975,0,0,128.7,38.9682313,-91.4821326,0.45,1452.316883,0,0,575.6403195,0,0,871.3907044,639.600777,0,0,0,0,7314.921368,0,0,CT,10.71971935,120.155096,1335.396193,7325.641087
89,COUNTY,GEORGIA,13,CENTRAL,50,MONTGOMERY,209,7975,0,0,128.7,35.3299572,-79.8979019,0.45,1452.316883,0,0,575.6403195,0,0,871.3907044,639.600777,0,0,0,0,7314.921368,0,0,CT,10.71971935,120.155096,1335.396193,7325.641087
