"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","CENTRAL","50","STEARNS","145","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","68,500",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","CENTRAL","50","TODD","153","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","15,500",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","CENTRAL","50","WADENA","159","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","CENTRAL","50","WRIGHT","171","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,200",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","CARLTON","017","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,300",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","CHISAGO","025","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,100",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","CROW WING","035","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","700",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","HENNEPIN","053","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,300",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","KANABEC","065","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","MILLE LACS","095","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,500",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","PINE","115","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,100",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","EAST CENTRAL","60","WASHINGTON","163","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTH CENTRAL","20","BELTRAMI","007","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,100",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTH CENTRAL","20","CASS","021","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,200",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTH CENTRAL","20","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHEAST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,200",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHWEST","10","BECKER","005","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHWEST","10","CLAY","027","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,600",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHWEST","10","CLEARWATER","029","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHWEST","10","MAHNOMEN","087","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,200",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHWEST","10","POLK","119","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHWEST","10","RED LAKE","125","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","NORTHWEST","10","ROSEAU","135","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,400",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTH CENTRAL","80","BLUE EARTH","013","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTH CENTRAL","80","BROWN","015","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,300",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTH CENTRAL","80","LE SUEUR","079","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTH CENTRAL","80","MARTIN","091","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTH CENTRAL","80","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,500",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTH CENTRAL","80","RICE","131","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,700",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTH CENTRAL","80","STEELE","147","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTH CENTRAL","80","WASECA","161","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","DAKOTA","037","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,200",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","DODGE","039","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","FILLMORE","045","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","GOODHUE","049","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","18,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","HOUSTON","055","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,700",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","MOWER","099","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","OLMSTED","109","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,500",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","WABASHA","157","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","20,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHEAST","90","WINONA","169","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","30,200",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHWEST","70","LINCOLN","081","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,500",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHWEST","70","LYON","083","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,100",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHWEST","70","MURRAY","101","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,500",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHWEST","70","NOBLES","105","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,100",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,700",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHWEST","70","PIPESTONE","117","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,100",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHWEST","70","REDWOOD","127","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,800",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","SOUTHWEST","70","ROCK","133","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,700",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","WEST CENTRAL","40","LAC QUI PARLE","073","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","WEST CENTRAL","40","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","38,400",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","WEST CENTRAL","40","OTTER TAIL","111","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","WEST CENTRAL","40","POPE","121","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,900",""
"SURVEY","2009","YEAR","","COUNTY","MINNESOTA","27","WEST CENTRAL","40","YELLOW MEDICINE","173","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,700",""
"SURVEY","2009","YEAR","","COUNTY","NEVADA","32","NORTHWEST","10","CHURCHILL","001","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2009","YEAR","","COUNTY","NEVADA","32","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,600",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","CAYUGA","011","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","31,800",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","CHENANGO","017","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,900",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","CORTLAND","023","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","11,800",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","HERKIMER","043","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,800",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","MADISON","053","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","18,600",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","ONEIDA","065","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","17,000",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","ONONDAGA","067","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","21,600",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","OSWEGO","075","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,400",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","CENTRAL","50","OTSEGO","077","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","11,200",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","EASTERN","60","FULTON","035","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","EASTERN","60","MONTGOMERY","057","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,300",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","EASTERN","60","OTHER (COMBINED) COUNTIES","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","EASTERN","60","RENSSELAER","083","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,800",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","EASTERN","60","SARATOGA","091","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,300",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","EASTERN","60","SCHOHARIE","095","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,000",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","EASTERN","60","WASHINGTON","115","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","22,500",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","NORTHEAST","30","CLINTON","019","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","18,000",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","NORTHEAST","30","ESSEX","031","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,600",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","NORTHEAST","30","FRANKLIN","033","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","NORTHERN","20","JEFFERSON","045","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","30,200",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","NORTHERN","20","LEWIS","049","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","27,100",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","NORTHERN","20","ST LAWRENCE","089","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","31,200",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","SOUTHEAST","90","COLUMBIA","021","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,800",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","SOUTHEAST","90","DELAWARE","025","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,400",""
"SURVEY","2009","YEAR","","COUNTY","NEW YORK","36","SOUTHEAST","90","DUTCHESS","027","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,400",""
