Program,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,CATTLE
CENSUS,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123,4295.00
CENSUS,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125,5990.00
CENSUS,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,WALKER,127,6168.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,BARBOUR,5,0.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,COFFEE,31,15005.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,COVINGTON,39,0.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,CRENSHAW,41,12081.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,DALE,45,0.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,GENEVA,61,0.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,HENRY,67,0.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,HOUSTON,69,0.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,14067.00
CENSUS,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,0.00
CENSUS,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,238.00
CENSUS,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,0.00
CENSUS,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,0.00
CENSUS,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,0.00
CENSUS,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,652.00
CENSUS,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,0.00
CENSUS,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,27562.00
CENSUS,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,8743.00
CENSUS,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,0.00
CENSUS,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,19836.00
CENSUS,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,31882.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,0.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,8599.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,GREENLEE,11,6040.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12,0.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13,3034.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,11425.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,9071.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23,0.00
CENSUS,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,127.00
CENSUS,COUNTY,ARKANSAS,5,CENTRAL,50,CONWAY,29,0.00
CENSUS,COUNTY,ARKANSAS,5,CENTRAL,50,FAULKNER,45,19549.00
CENSUS,COUNTY,ARKANSAS,5,CENTRAL,50,GARLAND,51,4011.00
CENSUS,COUNTY,ARKANSAS,5,CENTRAL,50,GRANT,53,4726.00
CENSUS,COUNTY,ARKANSAS,5,CENTRAL,50,HOT SPRING,59,8799.00
CENSUS,COUNTY,ARKANSAS,5,CENTRAL,50,PERRY,105,8962.00
CENSUS,COUNTY,ARKANSAS,5,CENTRAL,50,PULASKI,119,2640.00
CENSUS,COUNTY,ARKANSAS,5,CENTRAL,50,SALINE,125,0.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,ARKANSAS,1,1445.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,CRITTENDEN,35,336.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,CROSS,37,1341.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,LEE,77,575.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,LONOKE,85,6327.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,MONROE,95,229.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107,895.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PRAIRIE,117,1415.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,SAINT FRANCIS,123,1047.00
CENSUS,COUNTY,ARKANSAS,5,EAST CENTRAL,60,WOODRUFF,147,358.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,BAXTER,5,9577.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,CLEBURNE,23,13264.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,FULTON,49,0.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,IZARD,65,18847.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,MARION,89,0.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,SEARCY,129,0.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,SHARP,135,15415.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,STONE,137,16203.00
CENSUS,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,VAN BUREN,141,13198.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,CLAY,21,3436.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,CRAIGHEAD,31,2847.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,GREENE,55,4361.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,INDEPENDENCE,63,23085.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,JACKSON,67,2181.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,LAWRENCE,75,9393.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,MISSISSIPPI,93,180.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,POINSETT,111,1614.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,RANDOLPH,121,17901.00
CENSUS,COUNTY,ARKANSAS,5,NORTHEAST,30,WHITE,145,26303.00
CENSUS,COUNTY,ARKANSAS,5,NORTHWEST,10,BENTON,7,48583.00
CENSUS,COUNTY,ARKANSAS,5,NORTHWEST,10,BOONE,9,36993.00
CENSUS,COUNTY,ARKANSAS,5,NORTHWEST,10,CARROLL,15,0.00
CENSUS,COUNTY,ARKANSAS,5,NORTHWEST,10,MADISON,87,37254.00
CENSUS,COUNTY,ARKANSAS,5,NORTHWEST,10,NEWTON,101,11994.00
CENSUS,COUNTY,ARKANSAS,5,NORTHWEST,10,WASHINGTON,143,0.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,BRADLEY,11,2318.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,CALHOUN,13,1678.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,CLARK,19,0.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,CLEVELAND,25,3127.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,COLUMBIA,27,6322.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,DALLAS,39,1519.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,NEVADA,99,11249.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,OUACHITA,103,2693.00
CENSUS,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,UNION,139,3853.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHEAST,90,ASHLEY,3,1719.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHEAST,90,CHICOT,17,2104.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHEAST,90,DESHA,41,306.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHEAST,90,DREW,43,4956.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHEAST,90,JEFFERSON,69,1631.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79,0.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHWEST,70,HEMPSTEAD,57,31997.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHWEST,70,HOWARD,61,24172.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHWEST,70,LAFAYETTE,73,9882.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHWEST,70,LITTLE RIVER,81,15283.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHWEST,70,MILLER,91,0.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHWEST,70,MONTGOMERY,97,12587.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHWEST,70,PIKE,109,11962.00
CENSUS,COUNTY,ARKANSAS,5,SOUTHWEST,70,SEVIER,133,0.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,CRAWFORD,33,13447.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,FRANKLIN,47,0.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,JOHNSON,71,14578.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,LOGAN,83,0.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POLK,113,21541.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POPE,115,18894.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,SCOTT,127,12918.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,SEBASTIAN,131,0.00
CENSUS,COUNTY,ARKANSAS,5,WEST CENTRAL,40,YELL,149,24710.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,ALAMEDA,1,11526.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,0.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,2051.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,8313.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,21257.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,0.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,0.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,22626.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,1043.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,10985.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,390.00
CENSUS,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,10974.00
CENSUS,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,22521.00
CENSUS,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,0.00
CENSUS,COUNTY,CALIFORNIA,6,NORTHEAST,30,PLUMAS,63,0.00
CENSUS,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,DEL NORTE,15,793.00
CENSUS,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,HUMBOLDT,23,17412.00
CENSUS,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,MENDOCINO,45,16556.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,BUTTE,7,0.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,11273.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,15531.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,13934.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,15891.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,3500.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,TEHAMA,103,27018.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,0.00
CENSUS,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YUBA,115,0.00
CENSUS,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,16301.00
CENSUS,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,41537.00
CENSUS,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,4236.00
CENSUS,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,12701.00
CENSUS,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,33199.00
CENSUS,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,17183.00
CENSUS,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,26213.00
CENSUS,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,72778.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,ALPINE,3,0.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,AMADOR,5,0.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,CALAVERAS,9,10801.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,EL DORADO,17,3139.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,INYO,27,0.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,MARIPOSA,43,0.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,MONO,51,0.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,NEVADA,57,2183.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,PLACER,61,8058.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,SIERRA,91,3172.00
CENSUS,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,TUOLUMNE,109,0.00
CENSUS,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SHASTA,89,16342.00
CENSUS,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SISKIYOU,93,26188.00
CENSUS,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,TRINITY,105,1707.00
CENSUS,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,IMPERIAL,25,0.00
CENSUS,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,LOS ANGELES,37,0.00
CENSUS,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,ORANGE,59,0.00
CENSUS,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,RIVERSIDE,65,1504.00
CENSUS,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN BERNARDINO,71,3679.00
CENSUS,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN DIEGO,73,3951.00
CENSUS,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SANTA BARBARA,83,0.00
CENSUS,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,VENTURA,111,3544.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,ADAMS,1,6235.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,ARAPAHOE,5,4325.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,CHEYENNE,17,18647.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,DOUGLAS,35,5012.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,EL PASO,41,15738.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,ELBERT,39,24785.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,KIOWA,61,10371.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63,0.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,LINCOLN,73,26726.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,PHILLIPS,95,0.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121,0.00
CENSUS,COUNTY,COLORADO,8,EAST CENTRAL,60,YUMA,125,0.00
CENSUS,COUNTY,COLORADO,8,NORTHEAST,20,BOULDER,13,3978.00
CENSUS,COUNTY,COLORADO,8,NORTHEAST,20,BROOMFIELD,14,89.00
CENSUS,COUNTY,COLORADO,8,NORTHEAST,20,JEFFERSON,59,1455.00
CENSUS,COUNTY,COLORADO,8,NORTHEAST,20,LARIMER,69,16048.00
CENSUS,COUNTY,COLORADO,8,NORTHEAST,20,LOGAN,75,26634.00
CENSUS,COUNTY,COLORADO,8,NORTHEAST,20,MORGAN,87,19909.00
CENSUS,COUNTY,COLORADO,8,NORTHEAST,20,SEDGWICK,115,6041.00
CENSUS,COUNTY,COLORADO,8,NORTHEAST,20,WELD,123,57847.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,CHAFFEE,15,5081.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,CLEAR CREEK,19,0.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,EAGLE,37,0.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,GILPIN,47,47.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,GRAND,49,10699.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,GUNNISON,51,13842.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,JACKSON,57,14207.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,LAKE,65,198.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,MOFFAT,81,23712.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,PARK,93,4038.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,PITKIN,97,0.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,RIO BLANCO,103,16792.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,ROUTT,107,15831.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,SUMMIT,117,1026.00
CENSUS,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,TELLER,119,1627.00
CENSUS,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,ALAMOSA,3,7197.00
CENSUS,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,CONEJOS,21,22585.00
CENSUS,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,COSTILLA,23,4256.00
CENSUS,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,MINERAL,79,0.00
CENSUS,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,RIO GRANDE,105,7011.00
CENSUS,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,SAGUACHE,109,14374.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,BACA,9,26091.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,BENT,11,16269.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,CROWLEY,25,15597.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,CUSTER,27,5709.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,FREMONT,43,7919.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,HUERFANO,55,0.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,LAS ANIMAS,71,28174.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,OTERO,89,15575.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,PROWERS,99,0.00
CENSUS,COUNTY,COLORADO,8,SOUTHEAST,90,PUEBLO,101,19177.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,ARCHULETA,7,0.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,DELTA,29,0.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,DOLORES,33,3212.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,GARFIELD,45,18993.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,HINSDALE,53,391.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,LA PLATA,67,12657.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,MESA,77,29806.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83,14461.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,MONTROSE,85,0.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,OURAY,91,0.00
CENSUS,COUNTY,COLORADO,8,SOUTHWEST,70,SAN MIGUEL,113,0.00
CENSUS,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1,0.00
CENSUS,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,HARTFORD,3,630.00
CENSUS,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,LITCHFIELD,5,2138.00
CENSUS,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,MIDDLESEX,7,0.00
CENSUS,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW HAVEN,9,510.00
